id,state,year,totalPop,county,ir_cusfr,ir_irtot,ic_wfrto,ic_irtot,ig_cusfr,ig_irtot,li_wfrto,aq_wgwto,aq_wswto
Montrose County2015,CO,2015,40.95,Montrose County,105.41,97.48,670.56,97.18,0.57,0.3,0.44,0,10.8
Montrose County2010,CO,2010,41.28,Montrose County,140.74,97.77,689.04,97.42,,0.35,0.68,0,0
Montrose County2005,CO,2005,37.48,Montrose County,140.74,96.64,679.13,96.29,,0.35,1.36,1.6,3.68
Montrose County2000,CO,2000,33.43,Montrose County,140.74,81.65,,,,,1.36,1.6,3.68
Montrose County1995,CO,1995,28.83,Montrose County,170.6,95.7,,,,,1.36,1.6,3.68
Montrose County1990,CO,1990,28.01,Montrose County,140.74,75.51,,,,,1.36,1.6,3.68
Montrose County1985,CO,1985,25.57,Montrose County,140.74,75.51,,,,,1.36,1.6,3.68
Morgan County2015,CO,2015,28.36,Morgan County,91.59,109.7,122.23,109.52,0.25,0.18,3.29,0,0
Morgan County2010,CO,2010,28.16,Morgan County,140.74,137.2,164.84,137.02,,0.18,3.28,0.77,3.24
Morgan County2005,CO,2005,28,Morgan County,140.74,145.07,278.56,144.89,,0.18,1.36,1.6,3.68
Morgan County2000,CO,2000,27.17,Morgan County,140.74,166.62,,,,,1.36,1.6,3.68
Morgan County1995,CO,1995,23.73,Morgan County,177.35,134.72,,,,,1.36,1.6,3.68
Morgan County1990,CO,1990,2.83,Morgan County,140.74,75.51,,,,,1.36,1.6,3.68
Morgan County1985,CO,1985,22.83,Morgan County,140.74,75.51,,,,,1.36,1.6,3.68
Otero County2015,CO,2015,18.34,Otero County,78.85,57.38,348.87,57.28,0.2,0.1,0.88,0,0
Otero County2010,CO,2010,18.83,Otero County,140.74,64.51,431.23,64.41,,0.1,0.9,0,0
Otero County2005,CO,2005,19.5,Otero County,140.74,66.87,387.4,66.77,,0.1,1.36,1.6,3.68
Otero County2000,CO,2000,20.31,Otero County,140.74,64.31,,,,,1.36,1.6,3.68
Otero County1995,CO,1995,20.79,Otero County,177.81,64.41,,,,,1.36,1.6,3.68
Otero County1990,CO,1990,1.01,Otero County,140.74,75.51,,,,,1.36,1.6,3.68
Otero County1985,CO,1985,22.21,Otero County,140.74,75.51,,,,,1.36,1.6,3.68
Ouray County2015,CO,2015,4.69,Ouray County,13.97,14.77,94.04,14.72,0.05,0.05,0.08,0,0.49
Ouray County2010,CO,2010,4.44,Ouray County,140.74,16.04,103.07,15.94,,0.1,0.07,0.77,3.24
Ouray County2005,CO,2005,4.26,Ouray County,140.74,14.63,102.9,14.53,,0.1,1.36,1.6,3.68
Ouray County2000,CO,2000,3.74,Ouray County,140.74,16.81,,,,,1.36,1.6,3.68
Ouray County1995,CO,1995,3.03,Ouray County,11.78,14.93,,,,,1.36,1.6,3.68
Ouray County1990,CO,1990,0.23,Ouray County,140.74,75.51,,,,,1.36,1.6,3.68
Ouray County1985,CO,1985,2.01,Ouray County,140.74,75.51,,,,,1.36,1.6,3.68
Park County2015,CO,2015,16.51,Park County,0.22,0.89,33.64,0.89,0,0,0.1,0,3.23
Park County2010,CO,2010,16.21,Park County,140.74,5.74,22.16,5.74,,0,0.01,0,0
Park County2005,CO,2005,16.95,Park County,140.74,30.26,19.32,30.26,,0,1.36,1.6,3.68
Park County2000,CO,2000,14.52,Park County,140.74,16.25,,,,,1.36,1.6,3.68
Park County1995,CO,1995,10.59,Park County,3.09,8.3,,,,,1.36,1.6,3.68
Park County1990,CO,1990,0.2,Park County,140.74,75.51,,,,,1.36,1.6,3.68
Park County1985,CO,1985,6.06,Park County,140.74,75.51,,,,,1.36,1.6,3.68
Phillips County2015,CO,2015,4.35,Phillips County,53.39,68.13,73.56,67.96,0.04,0.17,0.38,0,0
Phillips County2010,CO,2010,4.44,Phillips County,140.74,66.69,57.33,66.64,,0.05,0.4,0,0
Phillips County2005,CO,2005,4.59,Phillips County,140.74,66.86,101.51,66.76,,0.1,1.36,1.6,3.68
Phillips County2000,CO,2000,4.48,Phillips County,140.74,81.16,,,,,1.36,1.6,3.68
Phillips County1995,CO,1995,4.31,Phillips County,76.3,75.38,,,,,1.36,1.6,3.68
Phillips County1990,CO,1990,0.47,Phillips County,140.74,75.51,,,,,1.36,1.6,3.68
Phillips County1985,CO,1985,4.53,Phillips County,140.74,75.51,,,,,1.36,1.6,3.68
Pitkin County2015,CO,2015,17.79,Pitkin County,11.71,11.15,117.02,10.8,0.29,0.35,0.05,0,0
Pitkin County2010,CO,2010,17.15,Pitkin County,140.74,9.72,116.05,9.37,,0.35,0,0,0
Pitkin County2005,CO,2005,14.91,Pitkin County,140.74,13.51,126.22,13.29,,0.22,1.36,1.6,3.68
Pitkin County2000,CO,2000,14.87,Pitkin County,140.74,12.03,,,,,1.36,1.6,3.68
Pitkin County1995,CO,1995,13.59,Pitkin County,6.91,13.78,,,,,1.36,1.6,3.68
Pitkin County1990,CO,1990,3.7,Pitkin County,140.74,75.51,,,,,1.36,1.6,3.68
Pitkin County1985,CO,1985,12.14,Pitkin County,140.74,75.51,,,,,1.36,1.6,3.68
Prowers County2015,CO,2015,11.95,Prowers County,104,111.6,110.39,111.55,0.08,0.05,1.24,0,0
Prowers County2010,CO,2010,12.55,Prowers County,140.74,128.09,143.8,128.04,,0.05,1.73,0,0
Prowers County2005,CO,2005,13.89,Prowers County,140.74,129.15,484.16,129.1,,0.05,1.36,1.6,3.68
Prowers County2000,CO,2000,14.48,Prowers County,140.74,109.74,,,,,1.36,1.6,3.68
Prowers County1995,CO,1995,13.59,Prowers County,305.96,124.77,,,,,1.36,1.6,3.68
Prowers County1990,CO,1990,1.45,Prowers County,140.74,75.51,,,,,1.36,1.6,3.68
Prowers County1985,CO,1985,14.14,Prowers County,140.74,75.51,,,,,1.36,1.6,3.68
Pueblo County2015,CO,2015,163.59,Pueblo County,32.66,31.95,264.7,31.12,1.46,0.83,0.21,0,3.75
Pueblo County2010,CO,2010,159.06,Pueblo County,140.74,27.13,153.59,26.49,,0.64,0.59,0,0.39
Pueblo County2005,CO,2005,151.32,Pueblo County,140.74,30.92,123.88,30.07,,0.85,1.36,1.6,3.68
Pueblo County2000,CO,2000,141.47,Pueblo County,140.74,33.23,,,,,1.36,1.6,3.68
Pueblo County1995,CO,1995,129.76,Pueblo County,58.74,29.14,,,,,1.36,1.6,3.68
Pueblo County1990,CO,1990,0.87,Pueblo County,140.74,75.51,,,,,1.36,1.6,3.68
Pueblo County1985,CO,1985,127.02,Pueblo County,140.74,75.51,,,,,1.36,1.6,3.68
Rio Blanco County2015,CO,2015,6.57,Rio Blanco County,35.47,32.48,135.29,32.32,0.2,0.16,0.18,0,0
Rio Blanco County2010,CO,2010,6.67,Rio Blanco County,140.74,30.83,246.64,30.72,,0.11,0.34,0.51,4.43
Rio Blanco County2005,CO,2005,5.97,Rio Blanco County,140.74,47.64,226.94,47.53,,0.11,1.36,1.6,3.68
Rio Blanco County2000,CO,2000,5.99,Rio Blanco County,140.74,32.64,,,,,1.36,1.6,3.68
Rio Blanco County1995,CO,1995,6.47,Rio Blanco County,27.54,29.8,,,,,1.36,1.6,3.68
Rio Blanco County1990,CO,1990,9.19,Rio Blanco County,140.74,75.51,,,,,1.36,1.6,3.68
Rio Blanco County1985,CO,1985,6.02,Rio Blanco County,140.74,75.51,,,,,1.36,1.6,3.68
Rio Grande County2015,CO,2015,11.54,Rio Grande County,72.16,112.21,556.89,112.06,0.1,0.15,0.19,2.17,0
Rio Grande County2010,CO,2010,11.98,Rio Grande County,140.74,114.81,577.09,114.66,,0.15,0.21,0,0
Rio Grande County2005,CO,2005,12.23,Rio Grande County,140.74,135.84,727.11,135.69,,0.15,1.36,1.6,3.68
Rio Grande County2000,CO,2000,12.41,Rio Grande County,140.74,143.25,,,,,1.36,1.6,3.68
Rio Grande County1995,CO,1995,11.26,Rio Grande County,165.87,124.62,,,,,1.36,1.6,3.68
Rio Grande County1990,CO,1990,0.28,Rio Grande County,140.74,75.51,,,,,1.36,1.6,3.68
Rio Grande County1985,CO,1985,11.46,Rio Grande County,140.74,75.51,,,,,1.36,1.6,3.68
Routt County2015,CO,2015,24.13,Routt County,47.6,52.34,171.19,52.01,0.37,0.33,0.51,0.03,3.23
Routt County2010,CO,2010,23.51,Routt County,140.74,49.23,191.22,48.91,,0.32,0.32,0.03,2.25
Routt County2005,CO,2005,21.31,Routt County,140.74,52.6,188.59,52.22,,0.38,1.36,1.6,3.68
Routt County2000,CO,2000,19.69,Routt County,140.74,48.55,,,,,1.36,1.6,3.68
Routt County1995,CO,1995,16.71,Routt County,64.77,59.91,,,,,1.36,1.6,3.68
Routt County1990,CO,1990,6.93,Routt County,140.74,75.51,,,,,1.36,1.6,3.68
Routt County1985,CO,1985,14.67,Routt County,140.74,75.51,,,,,1.36,1.6,3.68
Saguache County2015,CO,2015,6.25,Saguache County,84.05,138.64,366.19,138.59,0.05,0.05,0.28,0,0.04
Saguache County2010,CO,2010,6.11,Saguache County,140.74,124.87,269.36,124.82,,0.05,0.25,0,0
Saguache County2005,CO,2005,7.03,Saguache County,140.74,118.65,507.46,118.6,,0.05,1.36,1.6,3.68
Saguache County2000,CO,2000,5.92,Saguache County,140.74,209.89,,,,,1.36,1.6,3.68
Saguache County1995,CO,1995,5.51,Saguache County,173.42,117.63,,,,,1.36,1.6,3.68
Saguache County1990,CO,1990,0.42,Saguache County,140.74,75.51,,,,,1.36,1.6,3.68
Saguache County1985,CO,1985,3.95,Saguache County,140.74,75.51,,,,,1.36,1.6,3.68
San Juan County2015,CO,2015,0.7,San Juan County,0,0,0,0,0,0,0,0,0
San Juan County2010,CO,2010,0.7,San Juan County,140.74,0,0,0,,0,0,0.26,1.08
San Juan County2005,CO,2005,0.58,San Juan County,140.74,0,0,0,,0,1.36,1.6,3.68
San Juan County2000,CO,2000,0.56,San Juan County,140.74,0,,,,,1.36,1.6,3.68
San Juan County1995,CO,1995,0.55,San Juan County,0,0,,,,,1.36,1.6,3.68
San Juan County1990,CO,1990,0,San Juan County,140.74,75.51,,,,,1.36,1.6,3.68
San Juan County1985,CO,1985,0.79,San Juan County,140.74,75.51,,,,,1.36,1.6,3.68
San Miguel County2015,CO,2015,7.88,San Miguel County,24.38,23.22,47.02,23.14,0.02,0.08,0.03,0,0.2
San Miguel County2010,CO,2010,7.36,San Miguel County,140.74,20.7,36.71,20.64,,0.06,0.09,0,0
San Miguel County2005,CO,2005,7.21,San Miguel County,140.74,10,27.27,9.92,,0.08,1.36,1.6,3.68
San Miguel County2000,CO,2000,6.59,San Miguel County,140.74,1.86,,,,,1.36,1.6,3.68
San Miguel County1995,CO,1995,4.93,San Miguel County,23.7,21.15,,,,,1.36,1.6,3.68
San Miguel County1990,CO,1990,0.32,San Miguel County,140.74,75.51,,,,,1.36,1.6,3.68
San Miguel County1985,CO,1985,3.51,San Miguel County,140.74,75.51,,,,,1.36,1.6,3.68
Sedgwick County2015,CO,2015,2.4,Sedgwick County,36.31,43.45,73.59,43.45,0,0,0.15,0,0
Sedgwick County2010,CO,2010,2.38,Sedgwick County,140.74,48.03,60.65,48.03,,0,0.16,0,0
Sedgwick County2005,CO,2005,2.53,Sedgwick County,140.74,48.13,98.42,48.08,,0.05,1.36,1.6,3.68
Sedgwick County2000,CO,2000,2.75,Sedgwick County,140.74,60.61,,,,,1.36,1.6,3.68
Sedgwick County1995,CO,1995,2.61,Sedgwick County,57.78,54.07,,,,,1.36,1.6,3.68
Sedgwick County1990,CO,1990,0.3,Sedgwick County,140.74,75.51,,,,,1.36,1.6,3.68
Sedgwick County1985,CO,1985,3.12,Sedgwick County,140.74,75.51,,,,,1.36,1.6,3.68
Summit County2015,CO,2015,30.26,Summit County,6.53,5.82,49.67,5.43,0.22,0.39,0.01,0,0
Summit County2010,CO,2010,27.99,Summit County,140.74,5.22,60.19,4.81,,0.41,0.03,0,0
Summit County2005,CO,2005,24.89,Summit County,140.74,6.23,59.05,5.85,,0.38,1.36,1.6,3.68
Summit County2000,CO,2000,23.55,Summit County,140.74,0,,,,,1.36,1.6,3.68
Summit County1995,CO,1995,17.2,Summit County,4.49,5.1,,,,,1.36,1.6,3.68
Summit County1990,CO,1990,0.04,Summit County,140.74,75.51,,,,,1.36,1.6,3.68
Summit County1985,CO,1985,13.67,Summit County,140.74,75.51,,,,,1.36,1.6,3.68
Teller County2015,CO,2015,23.39,Teller County,0.7,1.08,2.26,0.98,0.05,0.1,0.03,0,0
Teller County2010,CO,2010,23.35,Teller County,140.74,0.45,3.89,0.35,,0.1,0,0,0
Teller County2005,CO,2005,21.92,Teller County,140.74,0.71,3.46,0.61,,0.1,1.36,1.6,3.68
Teller County2000,CO,2000,20.56,Teller County,140.74,1.81,,,,,1.36,1.6,3.68
Teller County1995,CO,1995,17.48,Teller County,0.24,1.26,,,,,1.36,1.6,3.68
Teller County1990,CO,1990,0.04,Teller County,140.74,75.51,,,,,1.36,1.6,3.68
Teller County1985,CO,1985,10.63,Teller County,140.74,75.51,,,,,1.36,1.6,3.68
Washington County2015,CO,2015,4.86,Washington County,24.05,37.99,46.14,37.97,0.04,0.02,0.65,0,0
Washington County2010,CO,2010,4.81,Washington County,140.74,46.53,70.62,46.51,,0.02,0.72,0,0
Washington County2005,CO,2005,4.63,Washington County,140.74,48.47,118.37,48.45,,0.02,1.36,1.6,3.68
Washington County2000,CO,2000,4.93,Washington County,140.74,54.1,,,,,1.36,1.6,3.68
Washington County1995,CO,1995,4.69,Washington County,35.58,36.66,,,,,1.36,1.6,3.68
Washington County1990,CO,1990,0.97,Washington County,140.74,75.51,,,,,1.36,1.6,3.68
Washington County1985,CO,1985,5.35,Washington County,140.74,75.51,,,,,1.36,1.6,3.68
Weld County2015,CO,2015,285.17,Weld County,269.58,294.88,364.65,293.86,0.7,1.02,8.55,0.18,6.6
Weld County2010,CO,2010,252.83,Weld County,140.74,392.3,415.77,391.17,,1.13,8.73,0.05,1.23
Weld County2005,CO,2005,228.94,Weld County,140.74,108.62,725.3,107.6,,1.02,1.36,1.6,3.68
Weld County2000,CO,2000,180.94,Weld County,140.74,402.12,,,,,1.36,1.6,3.68
Weld County1995,CO,1995,148.01,Weld County,531.34,367.77,,,,,1.36,1.6,3.68
Weld County1990,CO,1990,9.5,Weld County,140.74,75.51,,,,,1.36,1.6,3.68
Weld County1985,CO,1985,136.58,Weld County,140.74,75.51,,,,,1.36,1.6,3.68
Yuma County2015,CO,2015,10.15,Yuma County,220.28,245.57,322.78,245.46,0.17,0.11,2.72,0,3.25
Yuma County2010,CO,2010,10.04,Yuma County,140.74,259.46,211.8,259.28,,0.18,3.02,0.21,3.51
Yuma County2005,CO,2005,9.79,Yuma County,140.74,268.64,390.17,268.54,,0.1,1.36,1.6,3.68
Yuma County2000,CO,2000,9.84,Yuma County,140.74,243.09,,,,,1.36,1.6,3.68
Yuma County1995,CO,1995,9.26,Yuma County,248.09,266.63,,,,,1.36,1.6,3.68
Yuma County1990,CO,1990,2.07,Yuma County,140.74,75.51,,,,,1.36,1.6,3.68
Yuma County1985,CO,1985,9.96,Yuma County,140.74,75.51,,,,,1.36,1.6,3.68
Bernalillo County2015,NM,2015,676.69,Bernalillo County,24.28,6.72,36.73,5.17,4.08,1.55,0.18,0.02,0
Bernalillo County2010,NM,2010,662.56,Bernalillo County,140.74,7.09,40.95,5.76,,1.33,0.22,0,0
Bernalillo County2005,NM,2005,603.56,Bernalillo County,140.74,5.66,,,,0,1.36,1.6,3.68
Bernalillo County2000,NM,2000,556.68,Bernalillo County,140.74,8.88,,,,,1.36,1.6,3.68
Bernalillo County1995,NM,1995,523.03,Bernalillo County,18.62,9.06,,,,,1.36,1.6,3.68
Bernalillo County1990,NM,1990,0.7,Bernalillo County,140.74,75.51,,,,,1.36,1.6,3.68
Bernalillo County1985,NM,1985,463.65,Bernalillo County,140.74,75.51,,,,,1.36,1.6,3.68
Catron County2015,NM,2015,3.46,Catron County,10.49,1.34,19.07,1.34,0,0,0.27,2.16,0
Catron County2010,NM,2010,3.73,Catron County,140.74,1.34,19.07,1.34,,0,0.4,0.19,0
Catron County2005,NM,2005,3.41,Catron County,140.74,1.36,,,,0,1.36,1.6,3.68
Catron County2000,NM,2000,3.54,Catron County,140.74,1.94,,,,,1.36,1.6,3.68
Catron County1995,NM,1995,2.61,Catron County,2.44,1.49,,,,,1.36,1.6,3.68
Catron County1990,NM,1990,0.57,Catron County,140.74,75.51,,,,,1.36,1.6,3.68
Catron County1985,NM,1985,2.72,Catron County,140.74,75.51,,,,,1.36,1.6,3.68
Chaves County2015,NM,2015,65.76,Chaves County,77.8,49.78,129.92,49.43,0.57,0.35,5.89,1.59,0
Chaves County2010,NM,2010,65.65,Chaves County,140.74,82.29,215.52,82,,0.29,7.45,1.71,0
Chaves County2005,NM,2005,61.86,Chaves County,140.74,80.38,,,,0,1.36,1.6,3.68
Chaves County2000,NM,2000,61.38,Chaves County,140.74,105.32,,,,,1.36,1.6,3.68
Chaves County1995,NM,1995,61.93,Chaves County,174.93,82.11,,,,,1.36,1.6,3.68
Chaves County1990,NM,1990,2.79,Chaves County,140.74,75.51,,,,,1.36,1.6,3.68
Chaves County1985,NM,1985,54.99,Chaves County,140.74,75.51,,,,,1.36,1.6,3.68
Cibola County2015,NM,2015,27.33,Cibola County,3.25,3.32,4.86,3.01,0.37,0.31,0.15,0,0
Cibola County2010,NM,2010,27.21,Cibola County,140.74,3.01,4.86,3.01,,0,0.19,0,0
Cibola County2005,NM,2005,27.62,Cibola County,140.74,3.01,,,,0,1.36,1.6,3.68
Cibola County2000,NM,2000,25.6,Cibola County,140.74,3.34,,,,,1.36,1.6,3.68
Cibola County1995,NM,1995,24.85,Cibola County,2.49,3.07,,,,,1.36,1.6,3.68
Cibola County1990,NM,1990,0.23,Cibola County,140.74,75.51,,,,,1.36,1.6,3.68
Cibola County1985,NM,1985,23.79,Cibola County,140.74,75.51,,,,,1.36,1.6,3.68
Colfax County2015,NM,2015,12.41,Colfax County,30.89,19.74,53.99,19.66,0.13,0.08,0.22,0,0
Colfax County2010,NM,2010,13.75,Colfax County,140.74,16.18,44.43,16.18,,0,0.38,0,0
Colfax County2005,NM,2005,13.76,Colfax County,140.74,20.36,,,,0,1.36,1.6,3.68
Colfax County2000,NM,2000,14.19,Colfax County,140.74,21.8,,,,,1.36,1.6,3.68
Colfax County1995,NM,1995,13.66,Colfax County,17.94,20.31,,,,,1.36,1.6,3.68
Colfax County1990,NM,1990,0.62,Colfax County,140.74,75.51,,,,,1.36,1.6,3.68
Colfax County1985,NM,1985,14.48,Colfax County,140.74,75.51,,,,,1.36,1.6,3.68
Curry County2015,NM,2015,50.4,Curry County,82.91,91.53,127.23,91.28,0.21,0.25,6.33,0,0
Curry County2010,NM,2010,48.38,Curry County,140.74,107.26,149.13,106.99,,0.27,5.77,0,0
Curry County2005,NM,2005,45.85,Curry County,140.74,86.74,,,,0,1.36,1.6,3.68
Curry County2000,NM,2000,45.04,Curry County,140.74,145.43,,,,,1.36,1.6,3.68
Curry County1995,NM,1995,47.89,Curry County,177.95,139.99,,,,,1.36,1.6,3.68
Curry County1990,NM,1990,1.14,Curry County,140.74,75.51,,,,,1.36,1.6,3.68
Curry County1985,NM,1985,43.46,Curry County,140.74,75.51,,,,,1.36,1.6,3.68
De Baca County2015,NM,2015,1.83,De Baca County,21.45,8.42,36.97,8.42,0,0,0.17,0,0
De Baca County2010,NM,2010,2.02,De Baca County,140.74,11.63,51.07,11.63,,0,0.35,0,0
De Baca County2005,NM,2005,2.02,De Baca County,140.74,10.53,,,,0,1.36,1.6,3.68
De Baca County2000,NM,2000,2.24,De Baca County,140.74,8.64,,,,,1.36,1.6,3.68
De Baca County1995,NM,1995,2.37,De Baca County,25.7,8.88,,,,,1.36,1.6,3.68
De Baca County1990,NM,1990,0.36,De Baca County,140.74,75.51,,,,,1.36,1.6,3.68
De Baca County1985,NM,1985,2.41,De Baca County,140.74,75.51,,,,,1.36,1.6,3.68
Dona Ana County2015,NM,2015,214.3,Dona Ana County,205.75,69.24,370.7,68.7,1.46,0.54,3.28,0,0
Dona Ana County2010,NM,2010,209.23,Dona Ana County,140.74,65.71,351.01,65.05,,0.66,3.92,0,0
Dona Ana County2005,NM,2005,189.44,Dona Ana County,140.74,75.17,,,,0,1.36,1.6,3.68
Dona Ana County2000,NM,2000,174.68,Dona Ana County,140.74,76.04,,,,,1.36,1.6,3.68
Dona Ana County1995,NM,1995,158.85,Dona Ana County,196.73,72.24,,,,,1.36,1.6,3.68
Dona Ana County1990,NM,1990,2.7,Dona Ana County,140.74,75.51,,,,,1.36,1.6,3.68
Dona Ana County1985,NM,1985,110.74,Dona Ana County,140.74,75.51,,,,,1.36,1.6,3.68
Eddy County2015,NM,2015,57.58,Eddy County,76,37.03,137.02,36.74,0.47,0.29,1.18,0,0
Eddy County2010,NM,2010,53.83,Eddy County,140.74,45.16,167.91,45.02,,0.14,1.19,0,0
Eddy County2005,NM,2005,51.44,Eddy County,140.74,45.05,,,,0,1.36,1.6,3.68
Eddy County2000,NM,2000,51.66,Eddy County,140.74,54.78,,,,,1.36,1.6,3.68
Eddy County1995,NM,1995,52.94,Eddy County,134.59,54.98,,,,,1.36,1.6,3.68
Eddy County1990,NM,1990,0.66,Eddy County,140.74,75.51,,,,,1.36,1.6,3.68
Eddy County1985,NM,1985,51.22,Eddy County,140.74,75.51,,,,,1.36,1.6,3.68
Grant County2015,NM,2015,28.61,Grant County,17.65,4.12,31.69,4.05,0.13,0.07,0.29,0,0
Grant County2010,NM,2010,29.51,Grant County,140.74,4.12,32.27,4.12,,0,0.29,0,0
Grant County2005,NM,2005,29.75,Grant County,140.74,3.65,,,,0,1.36,1.6,3.68
Grant County2000,NM,2000,31,Grant County,140.74,3.41,,,,,1.36,1.6,3.68
Grant County1995,NM,1995,30.26,Grant County,6.17,3.33,,,,,1.36,1.6,3.68
Grant County1990,NM,1990,0.56,Grant County,140.74,75.51,,,,,1.36,1.6,3.68
Grant County1985,NM,1985,26.2,Grant County,140.74,75.51,,,,,1.36,1.6,3.68
Guadalupe County2015,NM,2015,4.37,Guadalupe County,10.15,3.75,18.4,3.72,0.02,0.03,0.24,0,4.32
Guadalupe County2010,NM,2010,4.69,Guadalupe County,140.74,3.82,18.4,3.72,,0.1,0.35,0.72,4.32
Guadalupe County2005,NM,2005,4.37,Guadalupe County,140.74,3.68,,,,0,1.36,1.6,3.68
Guadalupe County2000,NM,2000,4.68,Guadalupe County,140.74,3.64,,,,,1.36,1.6,3.68
Guadalupe County1995,NM,1995,4.14,Guadalupe County,7.44,3.76,,,,,1.36,1.6,3.68
Guadalupe County1990,NM,1990,0.46,Guadalupe County,140.74,75.51,,,,,1.36,1.6,3.68
Guadalupe County1985,NM,1985,4.43,Guadalupe County,140.74,75.51,,,,,1.36,1.6,3.68
Harding County2015,NM,2015,0.7,Harding County,1.47,1.14,2.26,1.14,0,0,0.21,0,0
Harding County2010,NM,2010,0.7,Harding County,140.74,1.37,2.74,1.37,,0,0.38,0,0
Harding County2005,NM,2005,0.74,Harding County,140.74,1.55,,,,0,1.36,1.6,3.68
Harding County2000,NM,2000,0.81,Harding County,140.74,2.28,,,,,1.36,1.6,3.68
Harding County1995,NM,1995,0.94,Harding County,2.96,2.63,,,,,1.36,1.6,3.68
Harding County1990,NM,1990,0.49,Harding County,140.74,75.51,,,,,1.36,1.6,3.68
Harding County1985,NM,1985,0.97,Harding County,140.74,75.51,,,,,1.36,1.6,3.68
Hidalgo County2015,NM,2015,4.42,Hidalgo County,29.33,13.82,46.26,13.82,0,0,0.27,0.14,0
Hidalgo County2010,NM,2010,4.89,Hidalgo County,140.74,17.41,58.31,17.41,,0,0.25,0.14,0
Hidalgo County2005,NM,2005,5.14,Hidalgo County,140.74,17.29,,,,0,1.36,1.6,3.68
Hidalgo County2000,NM,2000,5.93,Hidalgo County,140.74,11.62,,,,,1.36,1.6,3.68
Hidalgo County1995,NM,1995,6.25,Hidalgo County,19.45,10.52,,,,,1.36,1.6,3.68
Hidalgo County1990,NM,1990,0.5,Hidalgo County,140.74,75.51,,,,,1.36,1.6,3.68
Hidalgo County1985,NM,1985,5.94,Hidalgo County,140.74,75.51,,,,,1.36,1.6,3.68
Lea County2015,NM,2015,71.18,Lea County,96.45,47.23,147.1,46.86,0.7,0.37,2.61,0,0
Lea County2010,NM,2010,64.73,Lea County,140.74,49.36,153.7,48.96,,0.4,1.95,0,0
Lea County2005,NM,2005,56.72,Lea County,140.74,46.84,,,,0,1.36,1.6,3.68
Lea County2000,NM,2000,55.51,Lea County,140.74,59.81,,,,,1.36,1.6,3.68
Lea County1995,NM,1995,56.8,Lea County,93.18,51.34,,,,,1.36,1.6,3.68
Lea County1990,NM,1990,0.71,Lea County,140.74,75.51,,,,,1.36,1.6,3.68
Lea County1985,NM,1985,58.12,Lea County,140.74,75.51,,,,,1.36,1.6,3.68
Lincoln County2015,NM,2015,19.42,Lincoln County,10.72,4.27,17.93,3.88,0.71,0.39,0.31,0,0
Lincoln County2010,NM,2010,20.5,Lincoln County,140.74,4.22,17.93,3.88,,0.34,0.42,0,0
Lincoln County2005,NM,2005,21.01,Lincoln County,140.74,4.1,,,,0,1.36,1.6,3.68
Lincoln County2000,NM,2000,19.41,Lincoln County,140.74,4.05,,,,,1.36,1.6,3.68
Lincoln County1995,NM,1995,14.75,Lincoln County,13.59,5.62,,,,,1.36,1.6,3.68
Lincoln County1990,NM,1990,0.5,Lincoln County,140.74,75.51,,,,,1.36,1.6,3.68
Lincoln County1985,NM,1985,12.47,Lincoln County,140.74,75.51,,,,,1.36,1.6,3.68
Los Alamos County2015,NM,2015,17.79,Los Alamos County,0.14,0.07,0,0,0.14,0.07,0,0,0
Los Alamos County2010,NM,2010,17.95,Los Alamos County,140.74,0,0,0,,0,0,0,0
Los Alamos County2005,NM,2005,18.82,Los Alamos County,140.74,0,,,,0,1.36,1.6,3.68
Los Alamos County2000,NM,2000,18.34,Los Alamos County,140.74,0,,,,,1.36,1.6,3.68
Los Alamos County1995,NM,1995,18.71,Los Alamos County,0,0,,,,,1.36,1.6,3.68
Los Alamos County1990,NM,1990,0,Los Alamos County,140.74,75.51,,,,,1.36,1.6,3.68
Los Alamos County1985,NM,1985,18.79,Los Alamos County,140.74,75.51,,,,,1.36,1.6,3.68
Luna County2015,NM,2015,24.52,Luna County,72.58,30.99,103.11,30.92,0.16,0.07,0.35,0,0
Luna County2010,NM,2010,25.1,Luna County,140.74,31.03,103.27,30.96,,0.07,0.51,0,0
Luna County2005,NM,2005,26.5,Luna County,140.74,33.17,,,,0,1.36,1.6,3.68
Luna County2000,NM,2000,25.02,Luna County,140.74,42.3,,,,,1.36,1.6,3.68
Luna County1995,NM,1995,22.13,Luna County,72.69,45.14,,,,,1.36,1.6,3.68
Luna County1990,NM,1990,0.47,Luna County,140.74,75.51,,,,,1.36,1.6,3.68
Luna County1985,NM,1985,17.52,Luna County,140.74,75.51,,,,,1.36,1.6,3.68
McKinley County2015,NM,2015,76.71,McKinley County,0.66,0.98,0.98,0.92,0.12,0.06,0.42,0,0
McKinley County2010,NM,2010,71.49,McKinley County,140.74,0.92,0.98,0.92,,0,0.45,0,0
McKinley County2005,NM,2005,71.92,McKinley County,140.74,0.88,,,,0,1.36,1.6,3.68
McKinley County2000,NM,2000,74.8,McKinley County,140.74,5.11,,,,,1.36,1.6,3.68
McKinley County1995,NM,1995,67.56,McKinley County,1.89,3.95,,,,,1.36,1.6,3.68
McKinley County1990,NM,1990,0.45,McKinley County,140.74,75.51,,,,,1.36,1.6,3.68
McKinley County1985,NM,1985,59.03,McKinley County,140.74,75.51,,,,,1.36,1.6,3.68
Mora County2015,NM,2015,4.6,Mora County,6.34,4.29,11.52,4.29,0,0,0.15,0.25,0
